Booking ID,Status,Activity / Add-On,First Name,Last Name,Tickets / Items,Purchase Date,Activity Date,Activity Time,Promotion Code,Voucher Code,Bookings,Guests,List Price,Discount,Customer Fees,Total,Payable To You,Your Net Revenue,Notes,Payout Date,Payout Transaction ID
B-ZGJ5YNZ,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-08,2023-04-08,3:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.67,$14.62,,2023-04-14,100536052388584
B-ZGJ5YNZ,fulfilled,Color bomb,XXXXX,XXXXX,2x (1) Color Bomb,2023-04-08,2023-04-08,3:00pm,,,0,0,$17.00,$0.00,$2.22,$19.22,$17.76,$16.56,,2023-04-14,100536052388584
B-4R83J6R,fulfilled,Color bomb,XXXXX,XXXXX,3x (1) Color Bomb,2023-03-20,2023-04-08,7:00pm,,,1,0,$25.50,$0.00,$3.33,$28.83,$26.67,$24.87,,2023-03-23,100536051363374
B-3Z8AKEZ,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-03-31,2023-04-08,9:15pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.66,$14.61,,2023-04-05,100536051897708
B-3Z8AKEZ,fulfilled,Water,XXXXX,XXXXX,2x Water,2023-03-31,2023-04-08,9:15pm,,,1,0,$2.00,$0.00,$0.26,$2.26,$2.08,$1.94,,2023-04-05,100536051897708
B-RAJY53A,confirmed,Water,XXXXX,XXXXX,6x Water,2023-04-07,2023-04-08,9:00pm,,,0,0,$6.00,$0.00,$0.78,$6.78,$6.30,$5.88,,2023-04-12,100536052217553
B-RAJY53A,confirmed,Video,XXXXX,XXXXX,1x Video,2023-04-07,2023-04-08,9:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.70,$14.65,,2023-04-12,100536052217553
B-ME7YRGY,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-04-04,2023-04-08,1:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.68,$14.63,,2023-04-07,100536052028111
B-ME7YRGY,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-04,2023-04-08,1:00pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.68,$14.63,,2023-04-07,100536052028111
B-ME7YRGY,fulfilled,Color bomb,XXXXX,XXXXX,1x (1) Color Bomb,2023-04-04,2023-04-08,1:00pm,,,0,0,$8.50,$0.00,$1.11,$9.61,$8.89,$8.29,,2023-04-07,100536052028111
B-ME7YRGY,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-04-04,2023-04-08,1:00pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.45,$9.75,,2023-04-07,100536052028111
B-WN58KDD,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-03-27,2023-04-09,5:00pm,,,1,0,$30.00,$0.00,$3.90,$33.90,$31.41,$29.31,,2023-03-30,100536051642884
B-KY97JZZ,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-03-27,2023-04-09,12:30pm,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.35,$29.25,,2023-03-30,100536051642884
B-KY97JZZ,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-03-27,2023-04-09,12:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.68,$14.63,,2023-03-30,100536051642884
B-Y6XY3VY,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-04-03,2023-04-09,3:00pm,,,1,0,$30.00,$0.00,$3.90,$33.90,$31.41,$29.31,,2023-04-06,100536051952160
B-8P3YJPW,fulfilled,Color bomb,XXXXX,XXXXX,2x (1) Color Bomb,2023-04-06,2023-04-10,4:30pm,,,1,0,$17.00,$0.00,$2.22,$19.22,$17.75,$16.55,,2023-04-11,100536052186888
B-ME7JRZY,fulfilled,Color bomb,XXXXX,XXXXX,1x (1) Color Bomb,2023-04-11,2023-04-11,8:15pm,,,1,0,$8.50,$0.00,$1.11,$9.61,$8.88,$8.28,,2023-04-16,100536052597911
B-ME7JRZY,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-04-11,2023-04-11,8:15pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.44,$9.74,,2023-04-16,100536052597911
B-GJNKP63,fulfilled,Color bomb,XXXXX,XXXXX,2x (1) Color Bomb,2023-04-14,2023-04-14,8:15pm,,,1,0,$17.00,$0.00,$2.22,$19.22,$17.75,$16.55,,2023-04-19,100536053033305
B-8P3EW6E,fulfilled,Color bomb,XXXXX,XXXXX,1x (1) Color Bomb,2023-04-14,2023-04-14,10:30pm,,,1,0,$8.50,$0.00,$1.11,$9.61,$8.87,$8.27,,2023-04-19,100536053033305
B-ZGJDVXY,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-04-14,2023-04-14,7:00pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.67,$14.62,,2023-04-19,100536053033305
B-ZGJDVXY,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-14,2023-04-14,7:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.67,$14.62,,2023-04-19,100536053033305
B-8P8ZJ5J,fulfilled,Water,XXXXX,XXXXX,2x Water,2023-04-02,2023-04-14,9:15pm,,,1,0,$2.00,$0.00,$0.26,$2.26,$2.08,$1.94,,2023-04-06,100536051952160
B-RAJM9GJ,confirmed,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-04-13,2023-04-15,5:30pm,,,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,
B-RAJM9GJ,confirmed,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-04-12,2023-04-15,5:30pm,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.35,$29.25,,2023-04-18,100536052988782
B-RAJM9GJ,confirmed,Large Item,XXXXX,XXXXX,1x Large Item,2023-04-12,2023-04-15,5:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.68,$14.63,,2023-04-18,100536052988782
B-RAJM9GJ,confirmed,Large Item,XXXXX,XXXXX,1x Large Item,2023-04-13,2023-04-15,5:30pm,,,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,
B-9X57EAP,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-04-13,2023-04-15,12:15pm,,,1,0,$30.00,$0.00,$3.90,$33.90,$31.37,$29.27,,2023-04-18,100536052988782
B-RAJ5EMN,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-08,2023-04-15,3:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.67,$14.62,,2023-04-14,100536052388584
B-RAJ5EMN,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-04-08,2023-04-15,3:00pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.67,$14.62,,2023-04-14,100536052388584
B-55J7MJ7,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-16,2023-04-16,12:30pm,,,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,
B-55J7MJ7,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-12,2023-04-16,12:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-04-18,100536052988782
B-P5G95NN,fulfilled,Water,XXXXX,XXXXX,2x Water,2023-04-14,2023-04-19,7:00pm,,,0,0,$2.00,$0.00,$0.26,$2.26,$2.10,$1.96,,2023-04-19,100536053033305
B-P5G95NN,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-04-14,2023-04-19,7:00pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.69,$14.64,,2023-04-19,100536053033305
B-P5G95NN,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-04-14,2023-04-19,7:00pm,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.38,$29.28,,2023-04-19,100536053033305
B-P5G95NN,fulfilled,Color bomb,XXXXX,XXXXX,3x (1) Color Bomb,2023-04-14,2023-04-19,7:00pm,,,1,0,$25.50,$0.00,$3.33,$28.83,$26.70,$24.90,,2023-04-19,100536053033305
B-P5G95NN,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-04-14,2023-04-19,7:00pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.46,$9.76,,2023-04-19,100536053033305
B-55RX7JM,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-04-18,2023-04-19,9:15pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-04-21,100536053145084
B-9X5NRRV,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-04-19,2023-04-19,6:00pm,,,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,
B-9X5NRRV,fulfilled,Large Item,XXXXX,XXXXX,2x Large Item,2023-04-19,2023-04-19,6:00pm,,,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,
B-9X5NRRV,fulfilled,Large Item,XXXXX,XXXXX,2x Large Item,2023-04-10,2023-04-19,6:00pm,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.38,$29.28,,2023-04-14,100536052388584
B-9X5NRRV,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-04-10,2023-04-19,6:00pm,,,1,0,$10.00,$0.00,$1.30,$11.30,$10.46,$9.76,,2023-04-14,100536052388584
B-EJNYJJV,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-20,2023-04-21,10:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-04-25,100536053264702
B-9X53RKE,fulfilled,Crate of Glass,XXXXX,XXXXX,2x 1 crate,2023-04-21,2023-04-21,8:00pm,,,0,0,$20.00,$0.00,$1.40,$21.40,$20.96,$19.56,,2023-04-26,100536053315008
B-9X53RKE,fulfilled,Color bomb,XXXXX,XXXXX,2x (1) Color Bomb,2023-04-21,2023-04-21,8:00pm,,,0,0,$17.00,$0.00,$1.20,$18.20,$17.82,$16.62,,2023-04-26,100536053315008
B-Y6ZM8JD,fulfilled,Crate of Glass,XXXXX,XXXXX,2x 1 crate,2023-04-20,2023-04-21,9:00pm,,,1,0,$20.00,$0.00,$2.60,$22.60,$20.88,$19.48,,2023-04-25,100536053264702
B-WNEDNMA,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-22,2023-04-22,3:45pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-04-27,100536053379679
B-77KWZEG,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-19,2023-04-22,8:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.68,$14.63,,2023-04-24,100536053206892
B-77KWZEG,fulfilled,Color bomb,XXXXX,XXXXX,2x (1) Color Bomb,2023-04-19,2023-04-22,8:30pm,,,0,0,$17.00,$0.00,$2.22,$19.22,$17.78,$16.58,,2023-04-24,100536053206892
B-77KWZEG,fulfilled,Crate of Glass,XXXXX,XXXXX,2x 1 crate,2023-04-19,2023-04-22,8:30pm,,,0,0,$20.00,$0.00,$2.60,$22.60,$20.90,$19.50,,2023-04-24,100536053206892
B-3ZV7MR4,fulfilled,Color bomb,XXXXX,XXXXX,3x (1) Color Bomb,2023-04-21,2023-04-22,5:00pm,,,1,0,$25.50,$0.00,$3.33,$28.83,$26.71,$24.91,,2023-04-26,100536053315008
B-3ZV7MR4,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-21,2023-04-22,5:00pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.71,$14.66,,2023-04-26,100536053315008
B-9XN4E6V,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-04-20,2023-04-22,6:30pm,,,1,0,$30.00,$0.00,$3.90,$33.90,$31.33,$29.23,,2023-04-25,100536053264702
B-9XNXEKD,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-22,2023-04-22,4:45pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-04-27,100536053379679
B-V4ZMM44,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-04-23,2023-04-23,12:45pm,,,1,0,$10.00,$0.00,$1.30,$11.30,$10.43,$9.73,,2023-04-27,100536053379679
B-9XNJPP9,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-04-22,2023-04-23,3:30pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.68,$14.63,,2023-04-27,100536053379679
B-9XNJPP9,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-04-22,2023-04-23,3:30pm,,,1,0,$30.00,$0.00,$3.90,$33.90,$31.35,$29.25,,2023-04-27,100536053379679
B-67APDAV,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-23,2023-04-24,9:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.66,$14.61,,2023-04-27,100536053379679
B-67APDAV,fulfilled,Water,XXXXX,XXXXX,2x Water,2023-04-23,2023-04-24,9:00pm,,,0,0,$2.00,$0.00,$0.26,$2.26,$2.08,$1.94,,2023-04-27,100536053379679
B-776K89M,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-10,2023-04-24,7:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-04-14,100536052388584
B-776K89M,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-17,2023-04-24,7:30pm,,,0,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,
B-8P4DV3K,fulfilled,Water,XXXXX,XXXXX,2x Water,2023-04-24,2023-04-25,9:30pm,,,0,0,$2.00,$0.00,$0.26,$2.26,$2.08,$1.94,,2023-04-27,100536053379679
B-8P4DV3K,fulfilled,Color bomb,XXXXX,XXXXX,1x (1) Color Bomb,2023-04-24,2023-04-25,9:30pm,,,0,0,$8.50,$0.00,$1.11,$9.61,$8.88,$8.28,,2023-04-27,100536053379679
B-8P4DV3K,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-24,2023-04-25,9:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.67,$14.62,,2023-04-27,100536053379679
B-8P8KG5K,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-03-28,2023-04-25,4:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-03-31,100536051694142
B-P5M6W97,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-24,2023-04-25,8:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.67,$14.62,,2023-04-27,100536053379679
B-P5M6W97,fulfilled,Color bomb,XXXXX,XXXXX,2x (1) Color Bomb,2023-04-24,2023-04-25,8:30pm,,,0,0,$17.00,$0.00,$2.22,$19.22,$17.76,$16.56,,2023-04-27,100536053379679
B-P5M7N8V,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-04-25,2023-04-26,9:30pm,,,1,0,$10.00,$0.00,$1.30,$11.30,$10.44,$9.74,,2023-04-28,100536053440300
B-EJP9K97,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-14,2023-04-26,7:45pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.66,$14.61,,2023-04-19,100536053033305
B-JEVWZZ4,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-19,2023-04-27,4:45pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-04-21,100536053145084
B-3ZYGMMW,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-18,2023-04-27,7:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-04-20,100536053072755
B-X9Z35JD,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-18,2023-04-28,10:15pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.69,$14.64,,2023-04-21,100536053145084
B-X9Z35JD,fulfilled,Wreck It Tee,XXXXX,XXXXX,1x Wreck It Tee,2023-04-28,2023-04-28,10:15pm,,,0,0,-$30.00,$0.00,-$3.90,-$33.90,-$31.37,-$29.27,,,
B-X9Z35JD,fulfilled,Custom Message,XXXXX,XXXXX,1x Adult,2023-04-18,2023-04-28,10:15pm,,,0,0,$20.00,$0.00,$2.60,$22.60,$20.91,$19.51,,2023-04-21,100536053145084
B-X9Z35JD,fulfilled,Wreck It Tee,XXXXX,XXXXX,1x Wreck It Tee,2023-04-18,2023-04-28,10:15pm,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.37,$29.27,,2023-04-21,100536053145084
B-EJN4K5G,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-28,2023-04-28,6:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.68,$14.63,,2023-05-03,100536053704227
B-EJN4K5G,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-04-28,2023-04-28,6:00pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.68,$14.63,,2023-05-03,100536053704227
B-EJN4K5G,fulfilled,Color bomb,XXXXX,XXXXX,2x (1) Color Bomb,2023-04-28,2023-04-28,6:00pm,,,0,0,$17.00,$0.00,$2.22,$19.22,$17.78,$16.58,,2023-05-03,100536053704227
B-3ZV7J4N,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-04-21,2023-04-28,4:00pm,,,1,0,$10.00,$0.00,$1.30,$11.30,$10.43,$9.73,,2023-04-26,100536053315008
B-4R787XR,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-25,2023-04-29,7:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.70,$14.65,,2023-04-28,100536053440300
B-WNEV6P4,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-04-27,2023-04-29,5:30pm,,,1,0,$30.00,$0.00,$3.90,$33.90,$31.41,$29.31,,2023-05-02,100536053638878
B-WNEV6P4,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-27,2023-04-29,5:30pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.71,$14.66,,2023-05-02,100536053638878
B-RAZM89K,fulfilled,Custom Message,XXXXX,XXXXX,1x Adult,2023-04-29,2023-04-29,2:00pm,,,1,0,$20.00,$0.00,$2.60,$22.60,$20.88,$19.48,happy birthday rodney,2023-05-04,100536053747583
B-67A8X3D,fulfilled,Water,XXXXX,XXXXX,2x Water,2023-04-25,2023-04-29,8:30pm,,,0,0,$2.00,$0.00,$0.26,$2.26,$2.08,$1.94,,2023-04-28,100536053440300
B-67A8X3D,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-25,2023-04-29,8:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.66,$14.61,,2023-04-28,100536053440300
B-4R7W3A4,fulfilled,Water,XXXXX,XXXXX,2x Water,2023-04-27,2023-04-29,8:00pm,,,1,0,$2.00,$0.00,$0.26,$2.26,$2.08,$1.94,,2023-05-02,100536053638878
B-V4ZXYMV,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-04-28,2023-04-29,3:15pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.46,$9.76,,2023-05-03,100536053704227
B-V4ZXYMV,fulfilled,Color bomb,XXXXX,XXXXX,4x (1) Color Bomb,2023-04-28,2023-04-29,3:15pm,,,1,0,$34.00,$0.00,$4.44,$38.44,$35.60,$33.20,,2023-05-03,100536053704227
B-V4ZXYMV,fulfilled,Custom Message,XXXXX,XXXXX,1x Adult,2023-04-28,2023-04-29,3:15pm,,,0,0,$20.00,$0.00,$2.60,$22.60,$20.93,$19.53,,2023-05-03,100536053704227
B-V4ZXYMV,fulfilled,Water,XXXXX,XXXXX,2x Water,2023-04-28,2023-04-29,3:15pm,,,0,0,$2.00,$0.00,$0.26,$2.26,$2.10,$1.96,,2023-05-03,100536053704227
B-V4ZXYMV,fulfilled,Custom Message,XXXXX,XXXXX,1x Adult,2023-04-29,2023-04-29,3:15pm,,,0,0,-$20.00,$0.00,-$2.60,-$22.60,-$20.93,-$19.53,,,
B-V4ZXYMV,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-04-28,2023-04-29,3:15pm,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.39,$29.29,,2023-05-03,100536053704227
B-KY59VKY,fulfilled,Custom Message,XXXXX,XXXXX,1x Adult,2023-04-09,2023-04-29,2:30pm,,,1,0,$20.00,$0.00,$2.60,$22.60,$20.91,$19.51,Happy birthday Elsa,2023-04-14,100536052388584
B-WNENNKD,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-21,2023-04-29,4:15pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-04-26,100536053315008
B-GJ6NYD4,confirmed,Color bomb,XXXXX,XXXXX,3x (1) Color Bomb,2023-04-26,2023-04-29,5:45pm,,,0,0,$25.50,$0.00,$3.33,$28.83,$26.70,$24.90,,2023-05-01,100536053546074
B-GJ6NYD4,confirmed,Large Item,XXXXX,XXXXX,1x Large Item,2023-04-26,2023-04-29,5:45pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.69,$14.64,,2023-05-01,100536053546074
B-GJ6NYD4,confirmed,Video,XXXXX,XXXXX,1x Video,2023-04-26,2023-04-29,5:45pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.69,$14.64,,2023-05-01,100536053546074
B-GJ6NYD4,confirmed,Custom Message,XXXXX,XXXXX,1x Adult,2023-04-26,2023-04-29,5:45pm,,,1,0,$20.00,$0.00,$2.60,$22.60,$20.92,$19.52,,2023-05-01,100536053546074
B-V4ZKK8M,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-22,2023-04-29,7:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.68,$14.63,,2023-04-27,100536053379679
B-67AA5JG,canceled,Wreck It Tee,XXXXX,XXXXX,2x Wreck It Tee,2023-04-27,2023-04-30,5:15pm,,,1,0,$60.00,$0.00,$7.80,$67.80,$62.69,$58.49,,2023-05-02,100536053638878
B-67AA5JG,canceled,Wreck It Tee,XXXXX,XXXXX,2x Wreck It Tee,2023-04-30,2023-04-30,5:15pm,,,0,0,-$60.00,$0.00,-$7.80,-$67.80,-$62.69,-$58.49,,,
B-9XNVY34,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-05-01,2023-05-01,5:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-05-04,100536053747583
B-3ZVMAAZ,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-30,2023-05-01,7:15pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.65,$14.60,,2023-05-04,100536053747583
B-GJ6KGYW,confirmed,Crate of Glass,XXXXX,XXXXX,4x 1 crate,2023-05-02,2023-05-02,4:00pm,,,0,0,$40.00,$0.00,$5.20,$45.20,$41.85,$39.05,,2023-05-05,100536053811654
B-GJ6KGYW,confirmed,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-05-02,2023-05-02,4:00pm,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.40,$29.30,,2023-05-05,100536053811654
B-P5MVAX9,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-05-03,2023-05-03,9:00pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.46,$9.76,,2023-05-08,100536053906152
B-P5MVAX9,fulfilled,Color bomb,XXXXX,XXXXX,2x (1) Color Bomb,2023-05-03,2023-05-03,9:00pm,,,1,0,$17.00,$0.00,$2.22,$19.22,$17.79,$16.59,,2023-05-08,100536053906152
B-P5MVAX9,fulfilled,Large Item,XXXXX,XXXXX,1x Large Item,2023-05-03,2023-05-03,9:00pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.69,$14.64,,2023-05-08,100536053906152
B-P5MVAX9,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-05-03,2023-05-03,9:00pm,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.37,$29.27,,2023-05-08,100536053906152
B-MEAVMND,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-05-04,2023-05-04,5:00pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.68,$14.63,,2023-05-09,100536053972037
B-MEAVMND,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-05-04,2023-05-04,5:00pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.45,$9.75,,2023-05-09,100536053972037
B-MEAVMND,fulfilled,Color bomb,XXXXX,XXXXX,2x (1) Color Bomb,2023-05-04,2023-05-04,5:00pm,,,0,0,$17.00,$0.00,$2.22,$19.22,$17.78,$16.58,,2023-05-09,100536053972037
B-Y6Z89XZ,canceled,Video,XXXXX,XXXXX,Refund,2023-05-05,2023-05-05,8:30pm,,,0,0,-$15.00,$0.00,-$1.95,-$16.95,-$15.69,-$14.64,,2023-05-10,100536054020406
B-Y6Z89XZ,canceled,Large Item,XXXXX,XXXXX,1x Large Item,2023-05-03,2023-05-05,8:30pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.69,$14.64,,2023-05-08,100536053906152
B-Y6Z89XZ,canceled,Color bomb,XXXXX,XXXXX,2x (1) Color Bomb,2023-05-03,2023-05-05,8:30pm,,,0,0,$17.00,$0.00,$2.22,$19.22,$17.80,$16.60,,2023-05-08,100536053906152
B-Y6Z89XZ,canceled,Color bomb,XXXXX,XXXXX,Refund,2023-05-05,2023-05-05,8:30pm,,,0,0,-$17.00,$0.00,-$2.22,-$19.22,-$17.80,-$16.60,,2023-05-10,100536054020406
B-Y6Z89XZ,canceled,Video,XXXXX,XXXXX,1x Video,2023-05-03,2023-05-05,8:30pm,,,1,0,$15.00,$0.00,$1.95,$16.95,$15.69,$14.64,,2023-05-08,100536053906152
B-Y6Z89XZ,canceled,Large Item,XXXXX,XXXXX,Refund,2023-05-05,2023-05-05,8:30pm,,,0,0,-$15.00,$0.00,-$1.95,-$16.95,-$15.69,-$14.64,,2023-05-10,100536054020406
B-Y6Z89XZ,canceled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-05-03,2023-05-05,8:30pm,,,0,0,$10.00,$0.00,$1.30,$11.30,$10.46,$9.76,,2023-05-08,100536053906152
B-Y6Z89XZ,canceled,Crate of Glass,XXXXX,XXXXX,Refund,2023-05-05,2023-05-05,8:30pm,,,0,0,-$10.00,$0.00,-$1.30,-$11.30,-$10.46,-$9.76,,2023-05-10,100536054020406
B-4R7MDRJ,fulfilled,FUBAR Booster,XXXXX,XXXXX,1x BOOSTER,2023-04-30,2023-05-06,2:30pm,,,1,0,$30.00,$0.00,$3.90,$33.90,$31.35,$29.25,,2023-05-04,100536053747583
B-4R7MDRJ,fulfilled,Video,XXXXX,XXXXX,1x Video,2023-04-30,2023-05-06,2:30pm,,,0,0,$15.00,$0.00,$1.95,$16.95,$15.68,$14.63,,2023-05-04,100536053747583
B-RANVY85,fulfilled,Wreck It Tee,XXXXX,XXXXX,1x Wreck It Tee,2023-05-06,2023-05-06,9:00pm,,,0,0,-$30.00,$0.00,-$3.90,-$33.90,-$31.35,-$29.25,,,
B-RANVY85,fulfilled,Crate of Glass,XXXXX,XXXXX,1x 1 crate,2023-05-06,2023-05-06,9:00pm,,,1,0,$10.00,$0.00,$1.30,$11.30,$10.45,$9.75,,2023-05-11,100536054070860
B-RANVY85,fulfilled,Wreck It Tee,XXXXX,XXXXX,1x Wreck It Tee,2023-05-06,2023-05-06,9:00pm,,,0,0,$30.00,$0.00,$3.90,$33.90,$31.35,$29.25,,2023-05-11,100536054070860
